speed, pos, lsd, msd, bsd, time_since_msd
0, 0, 2.14748e+09, 9999, 9999, 20
0, 0.0145833, 2.14748e+09, 9999, 9999, 40
0, 0.0154167, 2.14748e+09, 9999, 9999, 60
0, 0.01625, 2.14748e+09, 9999, 9999, 80
0, 0.01625, 2.14748e+09, 9999, 9999, 100
0, 0.01625, 2.14748e+09, 9999, 9999, 120
0, 0.0158333, 2.14748e+09, 9999, 9999, 140
0, 0.0158333, 2.14748e+09, 9999, 9999, 160
0, 0.0158333, 2.14748e+09, 9999, 9999, 180
0, 0.0158333, 2.14748e+09, 9999, 9999, 200
0, 0.0158333, 2.14748e+09, 9999, 9999, 220
0, 0.0158333, 2.14748e+09, 9999, 9999, 240
0, 0.0158333, 2.14748e+09, 9999, 9999, 260
0, 0.0158333, 2.14748e+09, 9999, 9999, 280
0, 0.0158333, 2.14748e+09, 9999, 9999, 300
0, 0.0158333, 2.14748e+09, 9999, 9999, 320
0, 0.0158333, 2.14748e+09, 9999, 9999, 340
0, 0.0158333, 2.14748e+09, 9999, 9999, 360
0, 0.0158333, 2.14748e+09, 9999, 9999, 380
0, 0.0158333, 2.14748e+09, 9999, 9999, 400
0, 0.0158333, 2.14748e+09, 9999, 9999, 420
0, 0.0158333, 2.14748e+09, 9999, 9999, 440
0, 0.0158333, 2.14748e+09, 9999, 9999, 460
0, 0.0158333, 2.14748e+09, 9999, 9999, 480
0, 0.0158333, 2.14748e+09, 9999, 9999, 500
0, 0.0158333, 2.14748e+09, 9999, 9999, 520
0, 0.0158333, 2.14748e+09, 9999, 9999, 540
0, 0.0158333, 2.14748e+09, 9999, 9999, 560
0, 0.0158333, 2.14748e+09, 9999, 9999, 580
0, 0.0158333, 2.14748e+09, 9999, 9999, 600
0, 0.0158333, 2.14748e+09, 9999, 9999, 620
0, 0.0158333, 2.14748e+09, 9999, 9999, 640
0, 0.0158333, 2.14748e+09, 9999, 9999, 660
0, 0.0158333, 2.14748e+09, 9999, 9999, 680
0, 0.0158333, 2.14748e+09, 9999, 9999, 700
0, 0.0158333, 2.14748e+09, 9999, 9999, 720
0, 0.0158333, 2.14748e+09, 9999, 9999, 740
0, 0.0158333, 2.14748e+09, 9999, 9999, 760
0, 0.0158333, 2.14748e+09, 9999, 9999, 780
0, 0.0158333, 2.14748e+09, 9999, 9999, 800
0, 0.0158333, 2.14748e+09, 9999, 9999, 820
0, 0.0158333, 2.14748e+09, 9999, 9999, 840
0, 0.0158333, 2.14748e+09, 9999, 9999, 860
0, 0.0158333, 2.14748e+09, 9999, 9999, 880
0, 0.0158333, 2.14748e+09, 9999, 9999, 900
0, 0.0158333, 2.14748e+09, 9999, 9999, 920
0, 0.0158333, 2.14748e+09, 9999, 9999, 940
0, 0.0158333, 2.14748e+09, 9999, 9999, 960
0, 0.0158333, 2.14748e+09, 9999, 9999, 980
0, 0.0158333, 2.14748e+09, 9999, 9999, 1000
0, 0.0158333, 2.14748e+09, 9999, 9999, 1020
0, 0.0158333, 2.14748e+09, 9999, 9999, 1040
0, 0.0158333, 2.14748e+09, 9999, 9999, 1060
0, 0.0158333, 2.14748e+09, 9999, 9999, 1080
0, 0.0158333, 2.14748e+09, 9999, 9999, 1100
0, 0.0158333, 2.14748e+09, 9999, 9999, 1120
127, 0.0158333, 2.14748e+09, 9999, 9999, 1140
127, 0.0158333, 2.14748e+09, 9999, 9999, 1160
127, 0.0429167, 2.14748e+09, 9999, 9999, 1180
127, 0.0833333, 2.14748e+09, 9999, 9999, 1200
127, 0.209444, 2.14748e+09, 9999, 9999, 1220
127, 0.213333, 2.14748e+09, 9999, 9999, 1240
127, 0.212917, 2.14748e+09, 9999, 9999, 1260
127, 0.28375, 2.14748e+09, 9999, 9999, 1280
127, 0.328333, 2.14748e+09, 9999, 9999, 1300
127, 0.411667, 2.14748e+09, 9999, 9999, 1320
127, 0.44625, 2.14748e+09, 9999, 9999, 1340
127, 0.475833, 2.14748e+09, 9999, 9999, 1360
127, 0.508333, 2.14748e+09, 9999, 9999, 1380
127, 0.585833, 2.14748e+09, 9999, 9999, 1400
