-1.75,-3.0000000000000004,6.548000000000003,6.548,6.548,6.548
-0.75,-3.000000000000001,6.548000000000003,6.548,6.548000000000003,6.548
0.25,-3.0000000000000013,6.548000000000003,6.548,6.548000000000003,6.548
1.25,-3.0000000000000027,6.547999999999989,6.548,6.548000000000003,6.548
2.25,-3.0000000000000036,6.547999999999989,6.548,6.547999999999989,6.548
3.25,-3.0000000000000053,6.547999999999989,6.548,6.547999999999989,6.548
4.25,-3.0000000000000067,6.547999999999989,6.548,6.547999999999989,6.548
5.25,-3.000000000000009,6.547999999999989,6.548,6.547999999999989,6.548
6.25,-3.000000000000011,6.547999999999989,6.548,6.547999999999989,6.548
7.25,-3.0000000000000133,6.547999999999989,6.548,6.547999999999989,6.548
8.25,-3.000000000000016,6.547999999999989,6.548,6.547999999999989,6.548
9.25,-3.000000000000019,6.547999999999989,6.548,6.547999999999989,6.548
10.25,-3.000000000000022,6.547999999999989,6.548,6.547999999999989,6.548
11.25,-3.0000000000000258,6.547999999999989,6.548,6.547999999999989,6.548
12.25,-3.0000000000000293,6.547999999999989,6.548,6.547999999999989,6.548
13.25,-3.0000000000000333,6.548000000000044,6.548,6.547999999999989,6.548
14.25,-3.0000000000000373,6.548000000000044,6.548,6.548000000000044,6.548
15.25,-3.0000000000000417,6.548000000000044,6.548,6.548000000000044,6.548
16.25,-3.0000000000000466,6.548000000000044,6.548,6.548000000000044,6.548
17.25,-3.0000000000000515,6.548000000000044,6.548,6.548000000000044,6.548
18.25,-3.0000000000000564,6.548000000000044,6.548,6.548000000000044,6.548
19.25,-3.000000000000062,6.548000000000044,6.548,6.548000000000044,6.548
20.25,-3.0000000000000675,6.548000000000044,6.548,6.548000000000044,6.548
21.25,-3.0000000000000733,6.548000000000044,6.548,6.548000000000044,6.548
22.25,-3.0000000000000795,6.548000000000044,6.548,6.548000000000044,6.548
22.25,-3.0000000000000795,6.548000000000018,6.548,6.548000000000018,6.548
22.25,-3.0000000000000795,6.5479999999999645,6.548000000000002,6.5479999999999645,6.548000000000002
22.25,-3.0000000000000795,6.548000000000032,6.548,6.548000000000032,6.548
22.25,-3.0000000000000795,6.5479999999999805,6.547999999999998,6.5479999999999805,6.547999999999998
22.25,-3.0000000000000795,6.547999999999965,6.547999999999996,6.547999999999965,6.547999999999996
22.25,-3.0000000000000795,6.547999999999974,6.547999999999998,6.547999999999974,6.547999999999998
22.25,-3.0000000000000795,6.547999999999972,6.547999999999995,6.547999999999972,6.547999999999995
22.25,-3.0000000000000795,6.547999999999999,6.547999999999997,6.547999999999999,6.547999999999997
22.25,-3.0000000000000795,6.547999999999966,6.548,6.547999999999966,6.548
